id,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,LONG,LAT
1977,SAINT JOSEPH'S/CANDLER IMMEDIATE CARE - MIDTOWN,912-355-6221,361 COMMERCIAL DRIVE, ,SAVANNAH,GA,31406,-81.1074663,32.0073716
1978,EJESE URGENT CARE CENTER,770-456-6118,125 COMMONS WAY,SUITE 203,VILLA RICA,GA,30180,-84.9359687,33.7171381
1979,PYMA MEDICAL PROFESSIONAL LIMITED LIABILITY COMPANY DOING BUSINESS AS PHYSICIANS EXPRESS CARE,606-878-1181,148 LONDON MOUNTAIN VIEW DRIVE,SUITE 4,LONDON,KY,40741,-84.1177333,37.1508258
1980,CARE FIRST - ELIZABETHTOWN,270-706-1111,1111 RING ROAD, ,ELIZABETHTOWN,KY,42701,-85.90162149999999,37.7183954
1981,CONCENTRA URGENT CARE - ROSEDALE,410-687-6462,8101 PULASKI HIGHWAY,SUITE H,BALTIMORE,MD,21237,-76.5090147,39.319213
1982,DELAWARE VALLEY PRIMARY CARE,856-696-0669,1458 LANDIS AVENUE,SUITE 2,VINELAND,NJ,8360,-75.0533765,39.4879014
1983,JASPER URGENT CARE,205-295-0002,4330 UNITED STATES HIGHWAY 78, ,JASPER,AL,35501,-87.22694890000001,33.837668900000004
1984,DOCTORS CARE - BEAUFORT,843-770-0676,1510 SOUTH RIBAUT ROAD, ,PORT ROYAL,SC,29935,-80.686607,32.393789399999996
1985,NDC MEDICAL CENTER - INTERNAL MEDICINE AND URGENT CARE,757-261-5910,850 KEMPSVILLE ROAD, ,NORFOLK,VA,23502,-76.1918676,36.8531581
1986,PRO CARE URGENT CARE CENTER,423-378-9006,1501 EAST STONE DRIVE, ,KINGSPORT,TN,37660,-82.52267900000001,36.548882299999995
1987,FAMILY MEDICAL CARE CENTER,865-687-3622,7331 TAZEWELL PIKE, ,CORRYTON,TN,37721,-83.855328,36.11743370000001
1988,WESTBROOK MEDICAL CENTER PROFESSIONAL LIMITED LIABILITY COMPANY,865-769-2600,7328 MIDDLEBROOK PIKE, ,KNOXVILLE,TN,37909,-84.0386858,35.9406071
1989,FAMILY PRACTICE MEDICINE CENTER,770-952-4456,2480 WINDY HILL ROAD SOUTHEAST, ,MARIETTA,GA,30067,-84.4807368,33.901928000000005
1990,COLLIER URGENT CARE,239-593-3232,7955 AIRPORT PULLING ROAD, ,NAPLES,FL,34109,-81.7698485,26.242259000000004
1991,PROMED URGENT CARE,770-904-7821,922 GAINESVILLE HIGHWAY, ,BUFORD,GA,30518,-83.96572040000001,34.1448406
1992,RODNEY T STANLEY SENIOR HEALTH CENTER,912-526-9355,110 R T STANLEY SENIOR PLACE, ,LYONS,GA,30436,-82.347587,32.2051342
1993,FAMILY MEDICAL CENTER,706-647-2641,1512 UNITED STATES HIGHWAY 19 NORTH, ,THOMASTON,GA,30286,-84.3335844,32.935307300000005
1994,DOCTORS WALK-IN CLINIC - NORTHSIDE,813-977-2777,13210 NORTH BRUCE B DOWNS BOULEVARD, ,TAMPA,FL,33612,-82.42658780000001,28.067062699999997
1995,URGENT CARE,205-620-2273,3134 PELHAM PARKWAY, ,PELHAM,AL,35124,-86.810523,33.288992900000004
1996,DOCTORS CARE - CHARLESTON WEST,843-402-6834,3424 SHELBY RAY COURT, ,CHARLESTON,SC,29414,-80.0660682,32.8198071
1997,DOCTORS CARE - BELTLINE,803-782-4051,511 BELTLINE BOULEVARD, ,COLUMBIA,SC,29205,-80.9804793,33.9916146
1998,DOCTORS CARE - BLUFFTON,843-757-0676,64 BLUFFTON ROAD, ,BLUFFTON,SC,29910,-80.85541479999999,32.2533386
1999,BARFIELD CLINIC PROFESSIONAL LIMITED LIABILITY COMPANY,615-895-3600,2910 SOUTH CHURCH STREET, ,MURFREESBORO,TN,37127,-86.4019953,35.7908294
2000,FARRAGUT WALK-IN CLINIC,865-671-6026,11408 KINGSTON PIKE, ,KNOXVILLE,TN,37934,-84.16157170000001,35.8801188
2001,TRISTATE URGENT CARE OF OAKLEY,513-531-1505,5002 RIDGE AVENUE, ,CINCINNATI,OH,45209,-84.42232990000001,39.163954100000005
2002,SOLANTIC WALK-IN URGENT CARE - MANDARIN,904-288-0277,12303 SAN JOSE BOULEVARD, ,JACKSONVILLE,FL,32223,-81.6321559,30.1449767
2003,CONCENTRA URGENT CARE - HARRISBURG WEST,717-795-1819,4910 RITTER ROAD, ,MECHANICSBURG,PA,17055,-76.9569441,40.2053116
2004,EL CENTRO HERIDAS Y ULCERAS,787-735-8001,CALLE JOSE C VAZQUEZ, ,AIBONITO,PR,705,-66.2613409,18.1431537
2005,SOLANTIC WALK-IN URGENT CARE - POMPANO BEACH,954-580-4401,1611 SOUTH FEDERAL HIGHWAY, ,POMPANO BEACH,FL,33062,-80.1073601,26.2107405
2006,GARDENS URGENT CARE,561-626-4878,3555 NORTHLAKE BOULEVARD, ,WEST PALM BEACH,FL,33403,-80.08953890000001,26.8088654
2007,MEDEXPRESS URGENT CARE - SOUTH HILLS,412-854-3627,2600 OLD WASHINGTON ROAD, ,UPPER SAINT CLAIR,PA,15241,-80.08928320000001,40.313102799999996
2008,HOUSTON MEDICAL CENTER - PAVILLION MED STOP,478-923-2843,233 NORTH HOUSTON ROAD, ,WARNER ROBINS,GA,31093,-83.6434071,32.619323
2009,DOCTORS CARE - KNOXVILLE,865-675-3311,101 GLENLEIGH COURT, ,KNOXVILLE,TN,37934,-84.1440084,35.891744700000004
2010,REDDY MEDICAL GROUP - DANIELSVILLE,706-795-2211,280 GENERAL DANIELS AVENUE, ,DANIELSVILLE,GA,30633,-83.2180062,34.1283572
2011,FALLS CHURCH URGENT CARE,703-538-1505,920-B WEST BROAD STREET, ,FALLS CHURCH,VA,22046,-77.1830878,38.8902605
2012,OUTER BANKS URGENT CARE,252-261-8040,4923 SOUTH CROATAN HIGHWAY, ,NAGS HEAD,NC,27959,-75.615411,35.9393612
2013,TOWNSEND CLINIC,904-461-1901,4475 UNITED STATES HIGHWAY 1, ,SAINT AUGUSTINE,FL,32086,-81.3225919,29.8080963
2014,AMELON IMMEDIATE CARE,434-929-1095,200 AMELON SQUARE, ,MADISON HEIGHTS,VA,24572,-79.1166156,37.4681139
2015,FAIRFAX CONVENIENT CARE,703-849-0900,8301 ARLINGTON BOULEVARD,SUITE 100,FAIRFAX,VA,22031,-77.2313179,38.8649766
2016,PRINCETON PRIMARY AND URGENT CARE CENTER LIMITED LIABILITY COMPANY,609-919-0009,707 ALEXANDER ROAD,SUITE 201,PRINCETON,NJ,8540,-74.6377729,40.322892200000005
2017,HOLZER CLINIC - JACKSON,740-395-8805,280 PATTONSVILLE ROAD, ,JACKSON,OH,45640,-82.61553190000001,39.050921200000005
2018,SMYRNA MEDICAL AID UNIT,302-659-4545,100 SOUTH MAIN STREET, ,SMYRNA,DE,19977,-75.6044642,39.2998057
2019,TENNESSEE URGENT CARE ASSOCIATES - ANTIOCH FACILITY,615-399-6898,2553 MURFREESBORO PIKE, ,NASHVILLE,TN,37217,-86.6410982,36.0765014
2020,SAINT JOSEPH HEALTH NETWORK URGENT AND DIAGNOSTIC CARE,610-913-1234,45 SOUTH PINE STREET, ,ELVERSON,PA,19520,-75.8266253,40.1556907
2021,EMERGENCY CARE AT LAKE JOY,478-987-0323,1118 STATE HIGHWAY 96, ,KATHLEEN,GA,31047,-83.6940191,32.5468937
2022,MELBOURNE MEDICAL CENTER,321-728-0000,15 EAST HIBISCUS BOULEVARD, ,MELBOURNE,FL,32901,-80.6205818,28.0848918
2023,INDIAN RIVER WALK IN CLINIC,772-778-1400,1880 37TH STREET, ,VERO BEACH,FL,32960,-80.4036911,27.6607287
2024,PROMED MINOR EMERGENCY CENTER,704-216-2504,628 WEST INNES STREET, ,SALISBURY,NC,28144,-80.47562579999999,35.6728382
2025,NEXTCARE URGENT CARE - LUMBERTON,910-738-7241,2601 NORTH ELM STREET,PROFESSIONAL PLAZA SUITE A,LUMBERTON,NC,28358,-79.0085074,34.6357198
2026,CLEMMONS URGENT AND PRIMARY CARE,336-712-8225,2245 LEWISVILLE CLEMMONS ROAD,SUITE C,CLEMMONS,NC,27012,-80.3867275,36.04324520000001
2027,BEACHCARE URGENT MEDICAL CARE,252-808-3696,5059 STATE HIGHWAY 70 WEST, ,MOREHEAD CITY,NC,28557,-76.7987944,34.7360697
2028,ISLAND URGENT MEDICAL CARE,631-727-8032,1228 EAST MAIN STREET, ,RIVERHEAD,NY,11901,-72.6497038,40.931643
2029,UNIVERSITY HOSPITAL MEDICAL CENTER - COLUMBIA COUNTY,706-868-3220,4106 COLUMBIA ROAD,SUITE 103,AUGUSTA,GA,30907,-82.1062509,33.5079068
2030,HOLZER CLINIC - MEIGS-POMEROY,740-992-0060,88 EAST MEMORIAL DRIVE, ,POMEROY,OH,45769,-82.045855,39.03868320000001
2031,ADVANCED URGENT CARE PRIVATE CORPORATION,571-261-4165,7200 HERITAGE VILLAGE PLAZA,SUITE 101,GAINESVILLE,VA,20155,-77.6031248,38.8034237
2032,BOYETTE WALK-IN CLINIC,813-741-2100,10508 GIBSONTON DRIVE, ,RIVERVIEW,FL,33569,-82.3311877,27.857410499999997
2033,MED ONE CARE,910-401-5688,413 OWEN DRIVE,SUITE 202,FAYETTEVILLE,NC,28304,-78.9329181,35.038292
2034,MARTINSVILLE URGENT CARE LIMITED LIABILITY COMPANY,276-634-0010,1044 EAST CHURCH STREET, ,MARTINSVILLE,VA,24112,-79.84569379999999,36.6929836
2035,GREATER MOBILE URGENT CARE,251-633-0123,2350 SCHILLINGER ROAD, ,MOBILE,AL,36695,-88.2249806,30.641973699999998
2036,DAWSON STREET URGENT CARE,910-667-0470,608 DAWSON STREET, ,WILMINGTON,NC,28401,-77.94009940000001,34.2241423
2037,PHYSICIANS MEDICAL CENTER URGENT CARE - SOUTHSIDE,904-265-1942,5960 BEACH BOULEVARD,SUITE 3,JACKSONVILLE,FL,32207,-81.60234820000001,30.2921424
2038,MARTIN MEMORIAL HEALTH SYSTEMS HOBE SOUND MEDICENTER - URGENT CARE,772-223-4940,11600 SOUTHEAST FEDERAL HIGHWAY, ,HOBE SOUND,FL,33455,-80.1384681,27.0627148
2039,MEDSTAR MEDICAL CENTER,954-785-5411,3501 NORTH FEDERAL HIGHWAY, ,POMPANO BEACH,FL,33064,-80.0980623,26.2739195
2040,AMERICAN FAMILY CARE - UNIVERSITY,256-713-0560,4550 UNIVERSITY DRIVE, ,HUNTSVILLE,AL,35816,-86.64335859999998,34.7353371
2041,AMERICAN FAMILY CARE - ALABASTER,205-605-0495,120 COLONIAL PROMENADE PARKWAY, ,ALABASTER,AL,35007,-86.8027757,33.2301244
2042,DOCTORS CARE - DORCHESTER ROAD,843-871-7900,10160 DORCHESTER ROAD, ,SUMMERVILLE,SC,29485,-80.1680995,32.9530155
2043,SOLANTIC WALK-IN URGENT CARE - VERO BEACH,772-257-3200,1820 58TH AVENUE,UNIT 110,VERO BEACH,FL,32966,-80.4460162,27.635787
2044,SOLANTIC WALK-IN URGENT CARE - PORT SAINT LUCIE,772-878-7311,1784 SOUTHEAST PRIMA VISTA BOULEVARD, ,PORT SAINT LUCIE,FL,34952,-80.3218498,27.325950899999995
2045,DOCTORS CARE - GREENVILLE,864-292-2266,4200 EAST NORTH STREET,SUITE 5,GREENVILLE,SC,29615,-82.3180522,34.877822200000004
2046,SOLANTIC WALK-IN URGENT CARE - SAINT AUGUSTINE,904-429-0001,2095 UNITED STATES HIGHWAY 1 SOUTH, ,SAINT AUGUSTINE,FL,32086,-81.3235785,29.8614398
2047,MEDEX URGENT CARE,910-221-3030,504 OWEN DRIVE, ,FAYETTEVILLE,NC,28304,-78.93315279999999,35.0362559
2048,FIRST CHOICE WALK-IN CLINIC,859-296-9900,3061 FIELDSTONE WAY,SUITE 700,LEXINGTON,KY,40513,-84.5570926,38.01415120000001
2049,REGIONAL FIRSTCARE - ATHENS,706-353-6000,485 UNITED STATES HIGHWAY 29 NORTH, ,ATHENS,GA,30601,-83.33881290000001,33.9942836
2050,NEXTCARE URGENT CARE - FAYETTEVILLE,910-483-4647,217 GLENSFORD DRIVE, ,FAYETTEVILLE,NC,28314,-78.96037009999999,35.066061700000006
2051,CAMPBELL URGENT CARE,305-242-8025,1855 NORTHEAST 8TH STREET, ,HOMESTEAD,FL,33033,-80.452137,25.477708800000002
2052,SOLANTIC WALK-IN URGENT CARE - EAST COLONIAL,321-354-0112,11250 EAST COLONIAL DRIVE, ,ORLANDO,FL,32817,-81.21792959999999,28.565936400000002
2053,SOLANTIC WALK-IN URGENT CARE - EAST SAND LAKE,407-581-9672,7751 KINGSPOINTE PARKWAY,SUITE 114,ORLANDO,FL,32819,-81.43849920000001,28.4520015
2054,AMERICAN FAMILY CARE - MADISON,256-562-0850,7559 UNITED STATES HIGHWAY 72 WEST, ,MADISON,AL,35758,-86.73056609999999,34.7554951
2055,AMERICAN FAMILY CARE - WHITESBURG,256-882-9711,8151 WHITESBURG DRIVE, ,HUNTSVILLE,AL,35802,-86.56583559999999,34.6577015
2056,AMERICAN FAMILY CARE - DAPHNE,251-626-5700,6631 PARK DRIVE, ,DAPHNE,AL,36526,-87.90938879999999,30.630652899999998
2057,AFTERHOURS CLINIC INCORPORATED,205-384-4585,1800 BIRMINGHAM AVENUE, ,JASPER,AL,35501,-87.27368709999999,33.8329064
2058,BAYFRONT CONVENIENT CARE CLINIC - LARGO OFFICE,727-531-2273,13163 66TH STREET NORTH, ,LARGO,FL,33773,-82.72849659999999,27.892032099999998
2059,BAYFRONT CONVENIENT CARE CLINIC - TYRONE OFFICE,727-344-3627,3251 66TH STREET NORTH, ,SAINT PETERSBURG,FL,33710,-82.7281595,27.8009357
2060,SOLANTIC WALK-IN URGENT CARE - TAMARAC,954-580-4100,10251 WEST COMMERCIAL BOULEVARD, ,SUNRISE,FL,33351,-80.2867053,26.194341199999997
2061,ROMEDICAL CARE INCORPORATED,704-638-9990,1035 LINCOLNTON ROAD, ,SALISBURY,NC,28144,-80.49635909999999,35.6644527
2062,HOLZER CLINIC - ATHENS,740-589-3120,2131 EAST STATE STREET, ,ATHENS,OH,45701,-82.0324042,39.3338208
2063,URGENTCARE - BOWLING GREEN,270-781-3910,1225 FAIRWAY STREET,SUITE 100,BOWLING GREEN,KY,42103,-86.4325073,36.969243799999994
2064,PARK MED URGENT CARE CENTER - FORKS OF THE RIVER,865-637-7962,2725 EAST GOVERNOR JOHN SEVIER HIGHWAY, ,KNOXVILLE,TN,37914,-83.8226144,35.9597923
2065,DOCTORS CARE - COLUMBIA EAST,803-783-2661,7653 GARNERS FERRY ROAD, ,COLUMBIA,SC,29209,-80.9367628,33.9575606
2066,WESTLAKE PRIMARY CARE,270-384-4751,810 JAMESTOWN STREET, ,COLUMBIA,KY,42728,-85.30449899999999,37.092169399999996
2067,SHADY GROVE FAMILY HEALTH CARE,301-251-9800,14800 PHYSICIANS LANE,SUITE 131,ROCKVILLE,MD,20850,-77.2110722,39.0997558
2068,EDISON MEDICAL CENTER - URGENT CARE,229-835-2238,19519 WEST HARTFORD STREET, ,EDISON,GA,39846,-84.73950570000001,31.557937699999997
2069,DOCTOR'S URGENT CARE - SAINT CLAIRSVILLE,740-699-0940,51342 NATIONAL ROAD EAST, ,SAINT CLAIRSVILLE,OH,43950,-80.86281070000001,40.073829499999995
2070,FAYETTE COUNTY URGENT CARE,740-636-1190,1510 COLUMBUS AVENUE, ,WASHINGTON COURT HOUSE,OH,43160,-83.4255026,39.5487
2071,CHILDREN'S CLOSE TO HOME HEALTH CARE CENTER - DUBLIN,614-760-1600,5675 VENTURE DRIVE, ,DUBLIN,OH,43017,-83.1446348,40.1005924
2072,MEDICAL ASSISTANT PRIMARY AND URGENT CARE CLINIC,615-907-0123,951 NEW SALEM HIGHWAY, ,MURFREESBORO,TN,37129,-86.40963990000002,35.835468799999994
2073,URGENT CARE - WEST CHESTER,513-777-1333,7345 KINGSGATE WAY, ,WEST CHESTER,OH,45069,-84.3696884,39.3527367
2074,CONVENIENT CARE CLINIC,931-526-1050,350 SOUTH LOWE AVENUE,SUITE A,COOKEVILLE,TN,38501,-85.49902800000001,36.1550583
2075,DOCTORS FAMILY MEDICAL CENTER,727-527-1159,431 SOUTHWEST BOULEVARD NORTH, ,SAINT PETERSBURG,FL,33703,-82.6396947,27.8280059
2076,PHYSICIANS URGENT CARE,910-630-5000,5511 RAEFORD ROAD,SUITE 150,FAYETTEVILLE,NC,28304,-78.9752691,35.043793900000004
2077,INDY URGENT CARE,317-471-0001,3479 WEST 86TH STREET, ,INDIANAPOLIS,IN,46268,-86.21883270000001,39.911375799999995
2078,CONSENSUS HEALTH URGENT CARE,513-932-8171,1000 COLUMBUS AVENUE, ,LEBANON,OH,45036,-84.18209300000001,39.4515375
2079,SOLANTIC WALK-IN URGENT CARE - BEACHES,904-241-0117,410 ATLANTIC BOULEVARD, ,NEPTUNE BEACH,FL,32266,-81.39915359999999,30.3242696
2080,MEDICAL CLINIC,828-625-9121,2556 MEMORIAL HIGHWAY, ,LAKE LURE,NC,28746,-82.2238123,35.4307282
2081,MERCY HEALTH CENTER OF CARROLL COUTNY,330-863-2756,125 CANTON ROAD, ,CARROLLTON,OH,44615,-81.09325129999999,40.5772476
2082,MAGNOLIA URGENT CARE CENTER,904-284-4222,3185 UNITED STATES HIGHWAY 17, ,GREEN COVE SPRINGS,FL,32043,-81.7073587,30.0289561
2083,STATCARE OF DOVER,330-343-0222,340 OXFORD AVENUE, ,DOVER,OH,44622,-81.46575920000001,40.5178749
2084,SAINT VINCENT PHYSICIAN NETWORK,812-352-4463,301 HENRY STREET,SUITE 300,NORTH VERNON,IN,47265,-85.64092420000001,39.010243100000004
2085,HEALTH NOW,856-488-3504,7740 MAPLE AVENUE, ,PENNSAUKEN,NJ,8109,-75.0279354,39.9521734
2086,DUKE URGENT CARE CENTERS - HILLANDALE,919-383-4355,1901 HILLANDALE ROAD,SUITE D,DURHAM,NC,27705,-78.9364559,36.0334648
2087,BOWEN PRIMARY AND URGENT CARE PROFESSIONAL ASSOCIATION,828-325-0950,1470 9TH AVENUE NORTHEAST, ,HICKORY,NC,28601,-81.3082527,35.7400487
2088,CAROLINA QUICK CARE,252-537-5600,1261 JULIAN R ALLSBROOK HIGHWAY, ,ROANOKE RAPIDS,NC,27870,-77.64218570000001,36.4346211
2089,NATIONAL URGENT CARE AND FAMILY PRACTICE,704-637-5544,812 WEST INNES STREET, ,SALISBURY,NC,28144,-80.4782283,35.6744025
2090,PROMPT MEDICAL AT BATTLEGROUND,336-545-1515,3402 BATTLEGROUND AVENUE, ,GREENSBORO,NC,27410,-79.84612940000001,36.1240961
2091,QUICK CARE MEDICAL,386-736-6622,650 WEST PLYMOUTH AVENUE, ,DELAND,FL,32720,-81.3160351,29.0423598
2092,EPN URGENT CARE - AVE MARIA,239-304-0054,5068 ANNUNCIATION CIRCLE, ,IMMOKALEE,FL,34142,-81.4371498,26.3373591
2093,URGENT CARE FAMILY MEDICAL CENTER,863-299-5410,521 EAST CENTRAL AVENUE, ,WINTER HAVEN,FL,33880,-81.7200839,28.022577399999996
2094,PEDIATRIC EXPRESS,919-467-7425,6402 MCCRIMMON PARKWAY, ,MORRISVILLE,NC,27560,-78.85876970000001,35.8341078
2095,GULF COAST MEDICAL URGENT CARE,941-483-9760,1700 EAST VENICE AVENUE, ,VENICE,FL,34292,-82.4038343,27.1002635
2096,MAITLAND AVENUE URGENT CARE,321-207-0002,411 MAITLAND AVENUE, ,ALTAMONTE SPRINGS,FL,32701,-81.36545859999998,28.656068199999996
2097,DOCTORS CARE - AIKEN MALL,803-648-1464,850 AIKEN MALL DRIVE, ,AIKEN,SC,29803,-81.7112781,33.5075585
2098,URGENT CARE AT ROBINWOOD,240-313-9600,11110 MEDICAL CAMPUS ROAD, ,HAGERSTOWN,MD,21742,-77.68216120000001,39.6217624
2099,EXPRESS FAMILY CLINIC,407-277-1900,10743 NARCOOSSEE ROAD,SUITE A-11,ORLANDO,FL,32832,-81.241279,28.411624300000003
2100,PALM HARBOR PEDIATRIC URGENT CARE,727-787-5439,36458 UNITED STATES HIGHWAY 19 NORTH, ,PALM HARBOR,FL,34684,-82.740957,28.1038635
2101,MADISON URGENT CARE,256-265-5050,8375 UNITED STATES HIGHWAY 72 WEST,SUITE A,MADISON,AL,35758,-86.765039,34.7471867
2102,EAST COBB URGENT CARE,770-971-5494,1401 JOHNSON FERRY ROAD NORTHEAST,SUITE 390,MARIETTA,GA,30062,-84.42775870000001,33.9847042
2103,SECOND SHIFT URGENT CARE CLINIC,270-826-2102,1413 NORTH ELM STREET, ,HENDERSON,KY,42420,-87.58059820000001,37.8555724
2104,MED FIRST URGENT CARE,703-503-1112,9452 MAIN STREET, ,FAIRFAX,VA,22031,-77.2707939,38.8414086
2105,URGENT MEDCARE,256-382-3680,46 SHIELDS ROAD, ,HUNTSVILLE,AL,35811,-86.5268375,34.7756505
2106,CLEARBROOK MEDICAL CENTER,540-772-3979,5303 INDIAN GRAVE ROAD, ,ROANOKE,VA,24018,-79.9504583,37.20293529999999
2107,URGENT CARE OF SAVANNAH,912-352-4311,340 EISENHOWER DRIVE, ,SAVANNAH,GA,31406,-81.10670970000001,32.0085841
2108,MEDEXPRESS URGENT CARE - FOX CHAPEL,412-782-3278,50 FREEPORT ROAD,SUITE 500,PITTSBURGH,PA,15215,-79.90817840000001,40.491446100000005
2109,MEDEXPRESS URGENT CARE - GREENTREE,412-343-3627,1984 GREENTREE ROAD, ,PITTSBURGH,PA,15220,-80.06653299999999,40.3943792
2110,HAYMOUNT URGENT CARE,910-484-1210,1909 BRAGG BOULEVARD,SUITE 94,FAYETTEVILLE,NC,28303,-78.9111907,35.0687454
2111,EDISON EMERGENCY MEDICAL,732-516-1550,1813 OAK TREE ROAD, ,EDISON,NJ,8820,-74.35216209999999,40.5715085
2112,JUPITER URGENT CARE INCORPORATED,561-744-9995,1335 WEST INDIANTOWN ROAD, ,JUPITER,FL,33458,-80.1195467,26.9346037
2113,CAROLINA QUICK CARE,252-451-3411,2503-B FOREST HILLS ROAD, ,WILSON,NC,27893,-77.9526374,35.7346289
2114,ABC URGENT CARE,321-799-7777,275 WEST COCOA BEACH CAUSEWAY, ,COCOA BEACH,FL,32931,-80.60982690000002,28.3583706
2115,LEXINGTON MEDICAL CENTER - LEXINGTON,803-358-6100,811 WEST MAIN STREET, ,LEXINGTON,SC,29072,-81.2511887,33.9841222
2116,MEDCENTER NORTH URGENT CARE FAMILY MEDICINE,205-333-1993,3909 MCFARLAND BOULEVARD, ,NORTHPORT,AL,35476,-87.597738,33.2383265
2117,AGUADILLA MEDICAL SERVICES,787-882-0303,CARRETERA 2,KILOMETRO 129.3,AGUADILLA,PR,603,-67.1517916,18.4088435
2118,CONCENTRA URGENT CARE - NORCROSS,770-242-7744,6475 JIMMY CARTER BOULEVARD,SUITE 200,NORCROSS,GA,30071,-84.22494820000001,33.9361434
2119,WELLSTAR URGENT CARE - DELK ROAD,770-955-8620,2890 DELK ROAD SOUTHEAST,PUBLIX SHOPPING CENTER,MARIETTA,GA,30067,-84.4676707,33.9229555
2120,PREMIERE CARE ASSOCIATES OF WEST HUDSON LIMITED LIABILITY COMPANY,201-998-7474,206 BERGEN AVENUE, ,KEARNY,NJ,7032,-74.1490913,40.758019899999994
2121,MEDCHECK - CASTLETON,317-621-7800,8177 CLEARVISTA PARKWAY, ,INDIANAPOLIS,IN,46256,-86.0386439,39.9042165
2122,DUNWOODY URGENT CARE,770-353-2001,1730 MOUNT VERNON ROAD, ,ATLANTA,GA,30338,-84.3295813,33.9474719
2123,CONCENTRA MEDICAL CENTER - BIRMINGHAM SOUTH,205-945-0773,110 OXMOOR COURT, ,BIRMINGHAM,AL,35209,-86.84336040000001,33.4415611
2124,AEGIS FAMILY HEALTH CENTERS,336-760-5400,1930 PEACE HAVEN ROAD, ,WINSTON SALEM,NC,27106,-80.3130689,36.118944299999995
2125,SLATER ACADEMY FAMILY MEDICINE AND URGENT CARE,336-771-7000,3009 WAUGHTOWN STREET, ,WINSTON SALEM,NC,27107,-80.17936879999999,36.0788326
2126,SUMMIT MEDICAL CENTER,201-863-6600,500 SUMMIT AVENUE, ,UNION CITY,NJ,7087,-74.04447459999999,40.757020700000005
2127,AMERICAS FAMILY DOCTORS WALK-IN CLINIC OF SMYRNA,615-373-2000,515 STONECREST PARKWAY,SUITE 100,SMYRNA,TN,37167,-86.5630939,35.9754476
2128,LEXINGTON MEDICAL CENTER - IRMO,803-749-0924,7035 SAINT ANDREWS ROAD, ,COLUMBIA,SC,29212,-81.1795078,34.0783872
2129,MED CARE OF EAST HANOVER,973-386-1133,325 STATE ROUTE 10, ,EAST HANOVER,NJ,7936,-74.36701109999998,40.8043896
2130,LAKEVIEW URGENT CARE AND FAMILY CLINIC,910-423-7771,3622 NORTH MAIN STREET, ,HOPE MILLS,NC,28348,-78.9471978,34.9728084
2131,WALK-IN URGENT CARE,561-433-1700,6447 LAKE WORTH ROAD, ,LAKE WORTH,FL,33463,-80.1458362,26.6195053
2132,AMERICAS FAMILY DOCTORS WALK-IN CLINIC OF BRENTWOOD,615-373-2000,1195 OLD HICKORY BOULEVARD,SUITE 103,BRENTWOOD,TN,37027,-86.815758,36.0395494
2133,BAPTIST MEDICAL PLAZA - NORTH KENDALL,786-596-0000,13001 NORTH KENDALL DRIVE, ,MIAMI,FL,33186,-80.4028762,25.6870306
2134,HOOVER URGENT CARE,205-987-6801,5201 PRINCETON WAY, ,BIRMINGHAM,AL,35226,-86.84831109999999,33.3566866
2135,CAROLINA URGENT AND FAMILY CARE,803-285-2225,1130 UNITED STATES HIGHWAY 9 BYPASS WEST, ,LANCASTER,SC,29720,-80.7927198,34.7344357
2136,PINES TOTAL HEALTH CENTER,954-983-1119,233 NORTH UNIVERSITY DRIVE, ,PEMBROKE PINES,FL,33024,-80.2477772,26.011179000000002
2137,PRI-MED WALK IN CLINIC,954-572-9199,7200 WEST COMMERCIAL BOULEVARD,SUITE 201,LAUDERHILL,FL,33319,-80.2452252,26.1941675
2138,GEORGIA CLINIC AT PEACHTREE CORNERS - URGENT CARE,770-449-0990,6920 JIMMY CARTER BOULEVARD,SUITE 100,NORCROSS,GA,30071,-84.24022109999999,33.9430907
2139,MED CENTER,732-249-3100,209 STATE ROUTE 18, ,EAST BRUNSWICK,NJ,8816,-74.40790799999999,40.4676
2140,DOCTORS INN URGENT CARE,757-428-1911,1788 REPUBLIC ROAD, ,VIRGINIA BEACH,VA,23454,-76.0268642,36.8525461
2141,DOCTORS ON CALL - PROVIDENCE,757-495-5003,5232 PROVIDENCE ROAD, ,VIRGINIA BEACH,VA,23464,-76.16738840000001,36.814151700000004
2142,DOCTORS ON CALL - GREAT NECK,757-481-0303,1368 GREAT NECK ROAD, ,VIRGINIA BEACH,VA,23454,-76.0410383,36.8781524
2143,LIFEPOINTE URGENT CARE - BYRON,478-956-5433,212 STATE HIGHWAY 49 NORTH,SUITE 900,BYRON,GA,31008,-83.7517876,32.6540775
2144,QUICKMED URGENT CARE,919-938-0257,514 NORTH BRIGHTLEAF BOULEVARD, ,SMITHFIELD,NC,27577,-78.3318412,35.5123424
2145,MEDICAL CENTER OF CENTRAL GEORGIA - NORTH,478-474-5600,3400 RIVERSIDE DRIVE, ,MACON,GA,31210,-83.6804552,32.893919800000006
2146,IMMEDIATE MEDICAL CARE CENTER,973-882-0444,200 UNITED STATES HIGHWAY 46, ,PARSIPPANY,NJ,7054,-74.3544296,40.858627500000004
2147,IMMEDICENTER - BLOOMFIELD,973-680-8300,557 BROAD STREET, ,BLOOMFIELD,NJ,7003,-74.1938545,40.8129968
