Provider_ID,Hospital_Name,Address,City,State,ZIP_Code,Phone_Number,Condition,Score,Sample,Location,Hospital_overall_rating
40062,"MERCY HOSPITAL FORT SMITH","7301 ROGERS AVE","FORT SMITH",AR,72917,4793146000,"Emergency Department",44,394,"7301 ROGERS AVE
FORT SMITH, AR
(35.353647, -94.352964)",4
40041,"ST MARYS REGIONAL MEDICAL CENTER","1808 WEST MAIN STREET",RUSSELLVILLE,AR,72801,4799682841,"Emergency Department",36,534,"1808 WEST MAIN STREET
RUSSELLVILLE, AR
(35.28286, -93.149908)",2
40085,"HELENA REGIONAL MEDICAL CENTER","1801 MARTIN LUTHER KING JR DRIVE",HELENA,AR,72342,8703385800,"Emergency Department",53,425,"1801 MARTIN LUTHER KING JR DRIVE
HELENA, AR
(34.508357, -90.62733)",2
40011,"CHAMBERS MEMORIAL HOSPITAL","719 DETROIT STREET",DANVILLE,AR,72833,4794952241,"Emergency Department",19,405,"719 DETROIT STREET
DANVILLE, AR
(35.054823, -93.388543)",4
40072,"BAPTIST HEALTH MEDICAL CENTER-STUTTGART","1703 NORTH BUERKLE ST",STUTTGART,AR,72160,8706733511,"Emergency Department",10,380,"1703 NORTH BUERKLE ST
STUTTGART, AR
(34.517773, -91.557572)",4
40036,"BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK","3333 SPRINGHILL DRIVE","NORTH LITTLE ROCK",AR,72117,5012023000,"Emergency Department",40,384,"3333 SPRINGHILL DRIVE
NORTH LITTLE ROCK, AR
(34.784075, -92.218633)",2
40029,"CONWAY REGIONAL MEDICAL CENTER","2302 COLLEGE AVENUE",CONWAY,AR,72034,5013293831,"Emergency Department",21,387,"2302 COLLEGE AVENUE
CONWAY, AR
(35.084826, -92.457103)",2
40132,"LEVI HOSPITAL","300 PROSPECT AVE","HOT SPRINGS",AR,71901,5016241281,"Emergency Department","Not Available","Not Available","300 PROSPECT AVE
HOT SPRINGS, AR
(34.510031, -93.056427)","Not Available"
40088,"MEDICAL CENTER SOUTH ARKANSAS","700 WEST GROVE STREET","EL DORADO",AR,71731,8708632000,"Emergency Department",26,420,"700 WEST GROVE STREET
EL DORADO, AR
(33.218378, -92.67103)",2
40026,"CHI ST. VINCENT HOSPITAL HOT SPRINGS","300 WERNER STREET","HOT SPRINGS",AR,71903,5016221000,"Emergency Department",20,356,"300 WERNER STREET
HOT SPRINGS, AR
(34.466035, -93.066396)",1
40119,"WHITE RIVER MEDICAL CENTER","1710 HARRISON STREET",BATESVILLE,AR,72503,8702621200,"Emergency Department",20,423,"1710 HARRISON STREET
BATESVILLE, AR
(35.769572, -91.634721)",4
40114,"BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK","9601 INTERSTATE 630, EXIT 7","LITTLE ROCK",AR,72205,5012022000,"Emergency Department",39,380,"9601 INTERSTATE 630, EXIT 7
LITTLE ROCK, AR
(34.75356, -92.4007)",1
40027,"BAXTER REGIONAL MEDICAL CENTER","624 HOSPITAL DRIVE","MOUNTAIN HOME",AR,72653,8705081000,"Emergency Department",29,234,"624 HOSPITAL DRIVE
MOUNTAIN HOME, AR
(36.343067, -92.395905)",2
40017,"NORTH ARKANSAS REGIONAL MEDICAL CENTER","620 NORTH MAIN STREET",HARRISON,AR,72601,8704144000,"Emergency Department",9,377,"620 NORTH MAIN STREET
HARRISON, AR
(36.236281, -93.107148)",4
40016,"UAMS MEDICAL CENTER","4301 WEST MARKHAM STREET MAIL SLOT 612","LITTLE ROCK",AR,72205,5016865000,"Emergency Department",47,380,"4301 WEST MARKHAM STREET MAIL SLOT 612
LITTLE ROCK, AR
(34.751583, -92.320998)",1
40069,"GREAT RIVER MEDICAL CENTER","1520 N DIVISION STREET",BLYTHEVILLE,AR,72315,8708387300,"Emergency Department",19,380,"1520 N DIVISION STREET
BLYTHEVILLE, AR
(35.943011, -89.918929)",1
40078,"NATIONAL PARK MEDICAL CENTER","1910 MALVERN AVENUE","HOT SPRINGS",AR,71901,5013211000,"Emergency Department",45,483,"1910 MALVERN AVENUE
HOT SPRINGS, AR
(34.486239, -93.033554)",2
40019,"FORREST CITY MEDICAL CENTER","1601 NEWCASTLE ROAD","FORREST CITY",AR,72335,8702610000,"Emergency Department",27,426,"1601 NEWCASTLE ROAD
FORREST CITY, AR
(35.039275, -90.771894)",2
40152,"NORTHWEST HEALTH PHYSICIANS SPECIALTY HOSPITAL","3873 NORTH PARKVIEW DRIVE",FAYETTEVILLE,AR,72703,4795717002,"Emergency Department",24,273,"3873 NORTH PARKVIEW DRIVE
FAYETTEVILLE, AR
(36.12133, -94.13373)","Not Available"
40004,"WASHINGTON REGIONAL MEDICAL CENTER","3215 N NORTH HILLS BOULEVARD",FAYETTEVILLE,AR,72703,4794635113,"Emergency Department",45,362,"3215 N NORTH HILLS BOULEVARD
FAYETTEVILLE, AR
(36.110984, -94.157862)",2
40010,"MERCY HOSPITAL NORTHWEST ARKANSAS","2710 SOUTH RIFE MEDICAL LANE",ROGERS,AR,72758,4793388000,"Emergency Department",18,393,"2710 SOUTH RIFE MEDICAL LANE
ROGERS, AR
(36.309816, -94.184727)",4
40067,"MAGNOLIA HOSPITAL","101 HOSPITAL DRIVE",MAGNOLIA,AR,71754,8702353000,"Emergency Department",23,385,"101 HOSPITAL DRIVE
MAGNOLIA, AR
(33.275123, -93.240071)",3
41319,"DE QUEEN MEDICAL CENTER, INC","1306 WEST COLLIN RAYE DRIVE","DE QUEEN",AR,71832,8705844111,"Emergency Department","Not Available","Not Available","1306 WEST COLLIN RAYE DRIVE
DE QUEEN, AR
(34.046642, -94.351919)","Not Available"
41311,"HOWARD MEMORIAL HOSPITAL","130 MEDICAL CIRCLE",NASHVILLE,AR,71852,8708454400,"Emergency Department",16,478,"130 MEDICAL CIRCLE
NASHVILLE, AR
(33.950926, -93.880772)",4
50025,"UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR","200 WEST ARBOR DRIVE","SAN DIEGO",CA,92103,6195436222,"Emergency Department",38,384,"200 WEST ARBOR DRIVE
SAN DIEGO, CA
(32.753717, -117.165914)",2
41314,"DEWITT HOSPITAL & NURSING HOME, INC","1641 WHITEHEAD DRIVE","DE WITT",AR,72042,8709463571,"Emergency Department","Not Available","Not Available","1641 WHITEHEAD DRIVE
DE WITT, AR
(34.27966, -91.336798)","Not Available"
41309,"LAWRENCE MEMORIAL HOSPITAL","1309 WEST MAIN","WALNUT RIDGE",AR,72476,8708861200,"Emergency Department","Not Available","Not Available","1309 WEST MAIN
WALNUT RIDGE, AR
(36.074701, -90.966982)","Not Available"
41322,"FULTON COUNTY HOSPITAL","679 NORTH MAIN STREET",SALEM,AR,72576,8708952691,"Emergency Department","Not Available","Not Available","679 NORTH MAIN STREET
SALEM, AR
(36.383359, -91.811203)",3
41326,"DELTA MEMORIAL HOSPITAL","811 HIGHWAY 65 SOUTH",DUMAS,AR,71639,8703824303,"Emergency Department","Not Available","Not Available","811 HIGHWAY 65 SOUTH
DUMAS, AR
(33.873294, -91.4815)","Not Available"
41323,"ASHLEY COUNTY MEDICAL CENTER","1015 UNITY ROAD",CROSSETT,AR,71635,8703644111,"Emergency Department",24,382,"1015 UNITY ROAD
CROSSETT, AR
(33.137206, -91.93878)",3
41317,"DALLAS COUNTY MEDICAL CENTER","201 CLIFTON STREET",FORDYCE,AR,71742,8703526300,"Emergency Department","Not Available","Not Available","201 CLIFTON STREET
FORDYCE, AR
(33.811158, -92.425058)","Not Available"
41318,"MERCY HOSPITAL BOONEVILLE","880 WEST MAIN",BOONEVILLE,AR,72927,4796752800,"Emergency Department","Not Available","Not Available","880 WEST MAIN
BOONEVILLE, AR
(35.140979, -93.934703)","Not Available"
41305,"MERCY HOSPITAL WALDRON","1341 WEST SIXTH STREET",WALDRON,AR,72958,4796374135,"Emergency Department","Not Available","Not Available","1341 WEST SIXTH STREET
WALDRON, AR
(34.896788, -94.106165)","Not Available"
41312,"BAPTIST HEALTH MEDICAL CENTER HEBER SPINGS","1800 BYPASS ROAD","HEBER SPRINGS",AR,72543,5018873000,"Emergency Department",21,377,"1800 BYPASS ROAD
HEBER SPRINGS, AR
(35.506578, -92.001319)",4
41307,"CROSSRIDGE COMMUNITY HOSPITAL","310 SOUTH FALLS BOULEVARD",WYNNE,AR,72396,8702383300,"Emergency Department",29,382,"310 SOUTH FALLS BOULEVARD
WYNNE, AR
(35.220353, -90.787421)",5
41303,"MERCY HOSPITAL TURNER MEMORIAL","801 WEST RIVER STREET",OZARK,AR,72949,4796674138,"Emergency Department","Not Available","Not Available","801 WEST RIVER STREET
OZARK, AR
(35.486118, -93.833805)","Not Available"
41321,"BAPTIST HEALTH MEDICAL CENTER-ARKADELPHIA","3050 TWIN RIVERS DRIVE",ARKADELPHIA,AR,71923,8702452622,"Emergency Department",20,376,"3050 TWIN RIVERS DRIVE
ARKADELPHIA, AR
(34.122802, -93.08797)",3
41302,"RIVER VALLEY MEDICAL CENTER","200 NORTH THIRD STREET",DARDANELLE,AR,72834,4792294677,"Emergency Department",20,382,"200 NORTH THIRD STREET
DARDANELLE, AR
(35.220917, -93.156987)",2
41310,"STONE COUNTY MEDICAL CENTER","2106 EAST MAIN STREET","MOUNTAIN VIEW",AR,72560,8702694361,"Emergency Department",21,391,"2106 EAST MAIN STREET
MOUNTAIN VIEW, AR
(35.855598, -92.082727)",4
41300,"NORTH LOGAN MERCY HOSPITAL","500 EAST ACADEMY",PARIS,AR,72855,4799636101,"Emergency Department","Not Available","Not Available","500 EAST ACADEMY
PARIS, AR
(35.289988, -93.725419)","Not Available"
41320,"LITTLE RIVER MEMORIAL HOSPITAL","451 WEST LOCKE STREET",ASHDOWN,AR,71822,8708985011,"Emergency Department","Not Available","Not Available","451 WEST LOCKE STREET
ASHDOWN, AR
(33.669572, -94.135025)","Not Available"
41308,"MCGEHEE HOSPITAL","900 SOUTH THIRD STREET",MCGEHEE,AR,71654,8702225600,"Emergency Department",18,306,"900 SOUTH THIRD STREET
MCGEHEE, AR
(33.618285, -91.393066)","Not Available"
41313,"OZARK HEALTH","2500 HIGHWAY 65 SOUTH",CLINTON,AR,72031,5017457000,"Emergency Department",19,266,"2500 HIGHWAY 65 SOUTH
CLINTON, AR
(35.559375, -92.449913)",4
41304,"EUREKA SPRINGS HOSPITAL, LLC","24 NORRIS STREET","EUREKA SPRINGS",AR,72632,4792537400,"Emergency Department","Not Available","Not Available","24 NORRIS STREET
EUREKA SPRINGS, AR
(36.400433, -93.744699)","Not Available"
41316,"SOUTH MISSISSISSPI COUNTY REGIONAL MEDICAL CENTER","611 WEST LEE AVENUE",OSCEOLA,AR,72370,8705637000,"Emergency Department","Not Available","Not Available","611 WEST LEE AVENUE
OSCEOLA, AR
(35.700247, -89.976796)","Not Available"
41306,"IZARD COUNTY MEDICAL CENTER, LLC","61 GRASSE STREET","CALICO ROCK",AR,72519,8702973726,"Emergency Department","Not Available","Not Available","61 GRASSE STREET
CALICO ROCK, AR
(36.126336, -92.128587)","Not Available"
41331,"OZARKS COMMUNITY HOSPITAL OF GRAVETTE","1101 JACKSON STREET SW",GRAVETTE,AR,72736,4797875291,"Emergency Department",20,369,"1101 JACKSON STREET SW
GRAVETTE, AR
(36.408563, -94.45987)",4
50058,"GLENDALE MEM HOSPITAL & HLTH CENTER","1420 S CENTRAL AVE",GLENDALE,CA,91204,8185021900,"Emergency Department",13,410,"1420 S CENTRAL AVE
GLENDALE, CA
(34.127789, -118.257795)",4
43300,"ARKANSAS CHILDREN'S HOSPITAL","1 CHILDREN'S WAY, SLOT 301","LITTLE ROCK",AR,72202,5013641100,"Emergency Department","Not Available","Not Available","1 CHILDREN'S WAY, SLOT 301
LITTLE ROCK, AR
(34.742822, -92.292006)","Not Available"
50069,"ST JOSEPH HOSPITAL","1100 WEST STEWART DR",ORANGE,CA,92868,7146339111,"Emergency Department",47,419,"1100 WEST STEWART DR
ORANGE, CA
(33.782399, -117.866093)",3
50060,"COMMUNITY REGIONAL MEDICAL CENTER","2823 FRESNO STREET",FRESNO,CA,93721,5594596000,"Emergency Department",38,382,"2823 FRESNO STREET
FRESNO, CA
(36.742583, -119.783023)",2
50007,"MILLS-PENINSULA MEDICAL CENTER","1501 TROUSDALE DRIVE",BURLINGAME,CA,94010,6506965270,"Emergency Department",27,397,"1501 TROUSDALE DRIVE
BURLINGAME, CA
(37.594398, -122.383356)",5
50038,"SANTA CLARA VALLEY MEDICAL CENTER","751 SOUTH BASCOM AVENUE","SAN JOSE",CA,95128,4088855000,"Emergency Department",21,380,"751 SOUTH BASCOM AVENUE
SAN JOSE, CA
(37.313774, -121.931899)",3
50082,"ST JOHNS REGIONAL MEDICAL CENTER","1600 N ROSE AVE",OXNARD,CA,93030,8059882500,"Emergency Department",8,411,"1600 N ROSE AVE
OXNARD, CA
(34.216555, -119.158351)",3
50067,"OAK VALLEY HOSPITAL DISTRICT","350 S OAK AVE",OAKDALE,CA,95361,2098473011,"Emergency Department",20,504,"350 S OAK AVE
OAKDALE, CA
(37.758098, -120.860363)",3
50040,"LAC/OLIVE VIEW-UCLA MEDICAL CENTER","14445 OLIVE VIEW DRIVE",SYLMAR,CA,91342,8183641555,"Emergency Department",74,372,"14445 OLIVE VIEW DRIVE
SYLMAR, CA
(34.325912, -118.445513)",3
50055,"CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS","3555 CESAR CHAVEZ STREET","SAN FRANCISCO",CA,94110,4156416562,"Emergency Department",41,410,"3555 CESAR CHAVEZ STREET
SAN FRANCISCO, CA
(37.74805, -122.420987)",3
50072,"KAISER FOUNDATION HOSPITAL - WALNUT CREEK","1425 S MAIN STREET","WALNUT CREEK",CA,94596,9252954000,"Emergency Department","Not Available","Not Available","1425 S MAIN STREET
WALNUT CREEK, CA
(37.891512, -122.057943)",3
50006,"ST JOSEPH HOSPITAL","2700 DOLBEER ST",EUREKA,CA,95501,7074458121,"Emergency Department",66,407,"2700 DOLBEER ST
EUREKA, CA
(40.783103, -124.142039)",2
50047,"CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP","2333 BUCHANAN STREET","SAN FRANCISCO",CA,94115,4156006000,"Emergency Department",32,410,"2333 BUCHANAN STREET
SAN FRANCISCO, CA
(37.791188, -122.43096)",5
50121,"ADVENTIST MEDICAL CENTER","115 MALL DRIVE",HANFORD,CA,93230,2094107200,"Emergency Department",17,836,"115 MALL DRIVE
HANFORD, CA
(36.323877, -119.669005)",2
50042,"ST ELIZABETH COMMUNITY HOSPITAL","2550 SISTER MARY COLUMBA DRIVE","RED BLUFF",CA,96080,5305298012,"Emergency Department",13,405,"2550 SISTER MARY COLUMBA DRIVE
RED BLUFF, CA
(40.148834, -122.218303)",3
50063,"HOLLYWOOD PRESBYTERIAN MEDICAL CENTER","1300 N VERMONT AVE","LOS ANGELES",CA,90027,2134133000,"Emergency Department",25,375,"1300 N VERMONT AVE
LOS ANGELES, CA
(34.096116, -118.291753)",2
50024,"PARADISE VALLEY HOSPITAL","2400 EAST 4TH ST","NATIONAL CITY",CA,91950,6194704321,"Emergency Department",47,483,"2400 EAST 4TH ST
NATIONAL CITY, CA
(32.686336, -117.083243)",3
50073,"KAISER FOUNDATION HOSPITAL AND REHAB CENTER","975 SERENO DR",VALLEJO,CA,94589,7076511000,"Emergency Department","Not Available","Not Available","975 SERENO DR
VALLEJO, CA
(38.128437, -122.247586)",4
50122,"DAMERON HOSPITAL","525 WEST ACACIA STREET",STOCKTON,CA,95203,2099445550,"Emergency Department",20,383,"525 WEST ACACIA STREET
STOCKTON, CA
(37.961201, -121.300691)",3
50030,"OROVILLE HOSPITAL","2767 OLIVE HIGHWAY",OROVILLE,CA,95966,5305338500,"Emergency Department",45,386,"2767 OLIVE HIGHWAY
OROVILLE, CA
(39.504535, -121.542106)",1
50071,"KAISER FOUNDATION HOSPITAL-SANTA CLARA","700 LAWRENCE EXPRESSWAY","SANTA CLARA",CA,95051,4082366400,"Emergency Department","Not Available","Not Available","700 LAWRENCE EXPRESSWAY
SANTA CLARA, CA
(37.335559, -121.995768)",3
50026,"GROSSMONT HOSPITAL","5555 GROSSMONT CENTER DRIVE BOX 58","LA MESA",CA,91942,6194650711,"Emergency Department",23,372,"5555 GROSSMONT CENTER DRIVE BOX 58
LA MESA, CA
(32.779435, -117.009178)",2
50076,"KAISER FOUNDATION HOSPITAL - SAN FRANCISCO","2425 GEARY BLVD","SAN FRANCISCO",CA,94115,4158332646,"Emergency Department","Not Available","Not Available","2425 GEARY BLVD
SAN FRANCISCO, CA
(37.782778, -122.443222)",4
41327,"BRADLEY COUNTY MEDICAL CENTER","404 SOUTH BRADLEY STREET",WARREN,AR,71671,8702263731,"Emergency Department",15,337,"404 SOUTH BRADLEY STREET
WARREN, AR
(33.610538, -92.058665)",4
50075,"KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND","275 W MACARTHUR BOULEVARD",OAKLAND,CA,94611,5107521000,"Emergency Department","Not Available","Not Available","275 W MACARTHUR BOULEVARD
OAKLAND, CA
(37.823857, -122.257589)",4
50009,"QUEEN OF THE VALLEY MEDICAL CENTER","1000 TRANCAS ST",NAPA,CA,94558,7072524411,"Emergency Department",33,419,"1000 TRANCAS ST
NAPA, CA
(38.323554, -122.295968)",4
50057,"KAWEAH DELTA MEDICAL CENTER","400 W MINERAL KING AVE",VISALIA,CA,93291,5596242000,"Emergency Department",20,738,"400 W MINERAL KING AVE
VISALIA, CA
(36.327415, -119.294172)",3
50078,"PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO","1300 W 7TH ST","SAN PEDRO",CA,90732,3108323311,"Emergency Department",31,393,"1300 W 7TH ST
SAN PEDRO, CA
(33.737928, -118.305005)",4
50084,"ST JOSEPH'S MEDICAL CENTER OF STOCKTON","1800 N CALIFORNIA ST",STOCKTON,CA,95204,2099432000,"Emergency Department",14,416,"1800 N CALIFORNIA ST
STOCKTON, CA
(37.970737, -121.289251)",1
41329,"MERCY HOSPITAL BERRYVILLE","214 CARTER STREET",BERRYVILLE,AR,72616,8704233355,"Emergency Department",18,390,"214 CARTER STREET
BERRYVILLE, AR
(36.358225, -93.551993)",4
41330,"PIGGOTT COMMUNITY HOSPITAL","1206 GORDON DUCKWORTH DRIVE",PIGGOTT,AR,72454,8705983881,"Emergency Department","Not Available","Not Available","1206 GORDON DUCKWORTH DRIVE
PIGGOTT, AR
(36.390183, -90.204259)",3
50028,"MAD RIVER COMMUNITY HOSPITAL","3800 JANES RD",ARCATA,CA,95521,7078223621,"Emergency Department",28,378,"3800 JANES RD
ARCATA, CA
(40.903309, -124.090847)",3
50014,"SUTTER AMADOR HOSPITAL","200 MISSION BLVD",JACKSON,CA,95642,2092237500,"Emergency Department",14,412,"200 MISSION BLVD
JACKSON, CA
(38.349552, -120.765903)",2
50008,"CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP","601 DUBOCE AVE","SAN FRANCISCO",CA,94117,4156006000,"Emergency Department",21,407,"601 DUBOCE AVE
SAN FRANCISCO, CA
(37.769118, -122.434656)",3
50056,"ANTELOPE VALLEY HOSPITAL","1600 W AVE J",LANCASTER,CA,93534,6619495000,"Emergency Department",50,402,"1600 W AVE J
LANCASTER, CA
(34.689371, -118.158476)",1
50022,"RIVERSIDE COMMUNITY HOSPITAL","4445 MAGNOLIA AVENUE",RIVERSIDE,CA,92501,9517883000,"Emergency Department",8,410,"4445 MAGNOLIA AVENUE
RIVERSIDE, CA
(33.975701, -117.380349)",2
50070,"KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO","1200 EL CAMINO REAL","SOUTH SAN FRANCISCO",CA,94080,6507423200,"Emergency Department","Not Available","Not Available","1200 EL CAMINO REAL
SOUTH SAN FRANCISCO, CA
(37.658376, -122.439205)",4
50002,"ST ROSE HOSPITAL","27200 CALAROGA AVE",HAYWARD,CA,94545,5107826200,"Emergency Department",23,838,"27200 CALAROGA AVE
HAYWARD, CA
(37.63291, -122.089742)",1
50045,"EL CENTRO REGIONAL MEDICAL CENTER","1415 ROSS AVENUE","EL CENTRO",CA,92243,7603397100,"Emergency Department",19,407,"1415 ROSS AVENUE
EL CENTRO, CA
(32.781498, -115.56862)",2
50077,"SCRIPPS MERCY HOSPITAL","4077 5TH AVE","SAN DIEGO",CA,92103,6192948111,"Emergency Department",33,393,"4077 5TH AVE
SAN DIEGO, CA
(32.751211, -117.161024)",3
50036,"BAKERSFIELD MEMORIAL HOSPITAL","420 34TH ST",BAKERSFIELD,CA,93301,6613271792,"Emergency Department",17,410,"420 34TH ST
BAKERSFIELD, CA
(35.390474, -119.006836)",1
50043,"ALTA BATES SUMMIT MEDICAL CENTER","350 HAWTHORNE AVENUE",OAKLAND,CA,94609,5106554000,"Emergency Department",33,402,"350 HAWTHORNE AVENUE
OAKLAND, CA
(37.820875, -122.263816)",4
50102,"PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER","3865 JACKSON STREET",RIVERSIDE,CA,92503,9516882211,"Emergency Department",38,769,"3865 JACKSON STREET
RIVERSIDE, CA
(33.925697, -117.440052)",1
50090,"SONOMA VALLEY HOSPITAL","347 ANDRIEUX ST",SONOMA,CA,95476,7079355000,"Emergency Department",11,399,"347 ANDRIEUX ST
SONOMA, CA
(38.288564, -122.46585)",4
50101,"SUTTER SOLANO MEDICAL CENTER","300 HOSPITAL DR",VALLEJO,CA,94589,7075545280,"Emergency Department",16,405,"300 HOSPITAL DR
VALLEJO, CA
(38.130893, -122.238105)",2
50125,"REGIONAL MEDICAL CENTER OF SAN JOSE","225 N JACKSON AVENUE","SAN JOSE",CA,95116,4082595000,"Emergency Department",6,568,"225 N JACKSON AVENUE
SAN JOSE, CA
(37.363787, -121.848823)",1
50118,"DOCTORS HOSPITAL OF MANTECA","1205 E NORTH STREET",MANTECA,CA,95336,2098233111,"Emergency Department",30,172,"1205 E NORTH STREET
MANTECA, CA
(37.801087, -121.19691)",3
50124,"USC VERDUGO HILLS HOSPITAL","1812 VERDUGO BLVD",GLENDALE,CA,91209,8187907100,"Emergency Department",23,439,"1812 VERDUGO BLVD
GLENDALE, CA
(34.205614, -118.216048)",1
50093,"SAINT AGNES MEDICAL CENTER","1303 E HERNDON AVE",FRESNO,CA,93710,5594503000,"Emergency Department",92,409,"1303 E HERNDON AVE
FRESNO, CA
(36.837102, -119.765878)",1
50091,"COMMUNITY HOSPITAL OF HUNTINGTON PARK","2623 E SLAUSON AVE","HUNTINGTON PARK",CA,90255,3235831931,"Emergency Department",62,664,"2623 E SLAUSON AVE
HUNTINGTON PARK, CA
(33.989182, -118.22419)",1
50099,"SAN ANTONIO REGIONAL HOSPITAL","999 SAN BERNARDINO ROAD",UPLAND,CA,91786,7149852811,"Emergency Department",90,403,"999 SAN BERNARDINO ROAD
UPLAND, CA
(34.101079, -117.636862)",3
50110,"LOMPOC VALLEY MEDICAL CENTER","1515 E OCEAN AVENUE",LOMPOC,CA,93436,8057373300,"Emergency Department",44,383,"1515 E OCEAN AVENUE
LOMPOC, CA
(34.640639, -120.439899)",2
50108,"SUTTER MEDICAL CENTER, SACRAMENTO","2825 CAPITOL AVENUE",SACRAMENTO,CA,95816,9167338999,"Emergency Department",13,410,"2825 CAPITOL AVENUE
SACRAMENTO, CA
(38.570258, -121.469682)",4
50115,"PALOMAR HEALTH DOWNTOWN CAMPUS","555 E VALLEY PARKWAY",ESCONDIDO,CA,92025,7607393000,"Emergency Department",20,390,"555 E VALLEY PARKWAY
ESCONDIDO, CA
(33.125937, -117.076186)",3
50112,"SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL","1250 16TH STREET","SANTA MONICA",CA,90404,3103194000,"Emergency Department",22,384,"1250 16TH STREET
SANTA MONICA, CA
(34.028433, -118.48709)",5
50089,"COMMUNITY HOSPITAL OF SAN BERNARDINO","1805 MEDICAL CENTER DRIVE","SAN BERNARDINO",CA,92411,9098876333,"Emergency Department",10,410,"1805 MEDICAL CENTER DRIVE
SAN BERNARDINO, CA
(34.131266, -117.322558)",2
50104,"SAINT FRANCIS MEDICAL CENTER","3630 EAST IMPERIAL HIGHWAY",LYNWOOD,CA,90262,3109008900,"Emergency Department",5,380,"3630 EAST IMPERIAL HIGHWAY
LYNWOOD, CA
(33.931016, -118.203834)",2
50113,"SAN MATEO MEDICAL CENTER","222 W 39TH AVE","SAN MATEO",CA,94403,6505732222,"Emergency Department",56,331,"222 W 39TH AVE
SAN MATEO, CA
(37.530116, -122.299406)",3
50116,"NORTHRIDGE HOSPITAL MEDICAL CENTER","18300 ROSCOE BLVD",NORTHRIDGE,CA,91325,8188858500,"Emergency Department",10,411,"18300 ROSCOE BLVD
NORTHRIDGE, CA
(34.220789, -118.533216)",1
50133,"RIDEOUT MEMORIAL HOSPITAL","726 4TH ST",MARYSVILLE,CA,95901,5307494300,"Emergency Department",10,402,"726 4TH ST
MARYSVILLE, CA
(39.138832, -121.593622)",1
50235,"PROVIDENCE SAINT JOSEPH MEDICAL CTR","501 SOUTH BUENA VISTA",BURBANK,CA,91505,8188435111,"Emergency Department",29,596,"501 SOUTH BUENA VISTA
BURBANK, CA
(34.15761, -118.327824)",1
50197,"SEQUOIA HOSPITAL","170 ALAMEDA DE LAS PULGAS","REDWOOD CITY",CA,94062,6503675551,"Emergency Department",11,409,"170 ALAMEDA DE LAS PULGAS
REDWOOD CITY, CA
(37.480987, -122.253223)",5
50135,"SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD","6245 DE LONGPRE AVE",HOLLYWOOD,CA,90028,3234622271,"Emergency Department",28,412,"6245 DE LONGPRE AVE
HOLLYWOOD, CA
(34.096192, -118.325371)",2
50153,"O'CONNOR HOSPITAL","2105 FOREST AVENUE","SAN JOSE",CA,95128,4089472500,"Emergency Department",16,361,"2105 FOREST AVENUE
SAN JOSE, CA
(37.327054, -121.937154)",2
50194,"WATSONVILLE COMMUNITY HOSPITAL","75 NIELSON STREET",WATSONVILLE,CA,95076,8317244741,"Emergency Department",32,431,"75 NIELSON STREET
WATSONVILLE, CA
(36.92828, -121.793721)",2
50169,"PRESBYTERIAN INTERCOMMUNITY HOSPITAL","12401 WASHINGTON BLVD",WHITTIER,CA,90602,5266980811,"Emergency Department",5,416,"12401 WASHINGTON BLVD
WHITTIER, CA
(33.967433, -118.048143)",2
50236,"ADVENTIST HEALTH SIMI VALLEY","2975 N SYCAMORE DR","SIMI VALLEY",CA,93065,8059556000,"Emergency Department",17,408,"2975 N SYCAMORE DR
SIMI VALLEY, CA
(34.288837, -118.74396)",2
50158,"ENCINO HOSPITAL MEDICAL CENTER","16237 VENTURA BLVD",ENCINO,CA,91436,8189955000,"Emergency Department",4,592,"16237 VENTURA BLVD
ENCINO, CA
(34.156826, -118.486948)",4
50129,"ST BERNARDINE MEDICAL CENTER","2101 N WATERMAN AVE","SAN BERNARDINO",CA,92404,9098838711,"Emergency Department",12,401,"2101 N WATERMAN AVE
SAN BERNARDINO, CA
(34.134062, -117.27876)",2
50139,"KAISER FOUNDATION HOSPITAL - DOWNEY","9333 IMPERIAL HIGHWAY",DOWNEY,CA,90242,5624616007,"Emergency Department","Not Available","Not Available","9333 IMPERIAL HIGHWAY
DOWNEY, CA
(33.917101, -118.128998)",3
50205,"EAST VALLEY GLENDORA HOSPITAL","150 WEST ROUTE 66",GLENDORA,CA,91740,6263350231,"Emergency Department",12,399,"150 WEST ROUTE 66
GLENDORA, CA
(34.128685, -117.865193)",4
50204,"PALMDALE REGIONAL MEDICAL CENTER","38600 MEDICAL CENTER DRIVE",PALMDALE,CA,93552,6613825000,"Emergency Department",35,407,"38600 MEDICAL CENTER DRIVE
PALMDALE, CA
(34.585649, -118.143668)",2
